,VOTE_AVERAGE,BUDGET,REVENUE,cluster
3458,7.2,15000000,30226144,1
3459,6.4,6500000,30218387,1
3460,5.7,40000000,30199105,2
3461,7.5,13938145,30169000,1
3462,6.1,28000000,30156002,2
3463,6.6,15000000,30127963,1
3464,4.9,25000000,30120671,2
3465,6.1,15000000,30102717,1
3466,7.5,6100000,30097092,1
3467,6.6,15000000,30050028,1
3468,7.4,12000000,30036000,1
3469,5.7,28000000,30031874,2
3470,5.9,47000000,30002758,2
3471,7.1,25000000,30000000,2
3472,7.8,50000000,30000000,2
3473,8.1,4000000,30000000,1
3474,6.9,19700000,30000000,1
3475,6.3,2000000,30000000,1
3476,6.3,5000000,30000000,1
3477,7.6,114000,30000000,1
3478,5.8,3000000,30000000,1
3479,5.5,30000000,30000000,2
3480,5.9,31000000,30000000,2
3481,5.6,6000000,30000000,1
3482,7.9,6000000,30000000,1
3483,6.8,5600000,29950000,1
3484,6.3,30000000,29942746,2
3485,6.1,40000000,29918745,2
3486,5.7,8500000,29916207,1
3487,5.0,38000000,29907685,2
3488,6.1,12500000,29888235,1
3489,6.6,35000000,29882645,2
3490,7.8,8900000,29844753,1
3491,6.2,18000000,29844101,1
3492,7.1,10000000,29820616,1
3493,7.1,12000000,29800000,1
3494,7.5,3000000,29800000,1
3495,6.1,17000000,29789000,1
3496,5.8,68000000,29762011,0
3497,6.7,17000000,29712172,1
3498,6.1,53000000,29700000,2
3499,6.7,7000000,29694624,1
3500,7.0,20000000,29667169,1
3501,6.3,26000000,29657751,2
3502,7.3,28000000,29637811,2
3503,7.1,45000000,29625761,2
3504,7.3,350000,29612367,1
3505,5.6,14000000,29612137,1
3506,6.5,13000000,29610210,1
3507,6.8,23000000,29541790,1
3508,7.1,7720000,29523237,1
3509,6.2,25100000,29506464,2
3510,7.2,20000000,29500000,1
3511,6.5,10000000,29450919,1
3512,6.8,7120949,29433930,1
3513,6.6,35000000,29419291,2
3514,6.4,30000000,29413900,2
3515,5.7,10000000,29392418,1
3516,7.4,7000000,29385320,1
3517,7.2,16000000,29381649,1
3518,6.5,7546570,29370592,1
3519,6.9,30000000,29359216,2
3520,6.5,11000000,29355203,1
3521,7.7,6825000,29353057,1
3522,5.6,15000000,29331068,1
3523,7.5,22500000,29252978,1
3524,6.2,20000000,29235353,1
3525,6.3,30000000,29202884,2
3526,5.7,25000000,29200000,2
3527,7.2,35000000,29196409,2
3528,6.4,27563396,29193330,2
3529,7.0,6000000,29180280,1
3530,6.7,9250000,29174648,1
3531,6.1,20000000,29170410,1
3532,6.2,19000000,29152618,1
3533,7.7,1300000,29133000,1
3534,6.8,30000000,29116320,2
3535,5.8,8000000,29010817,1
3536,5.8,12468389,29007412,1
3537,5.7,6500000,29000301,1
3538,6.5,3800000,29000000,1
3539,6.3,27000000,29000000,2
3540,5.7,75000000,29000000,0
3541,3.2,73000000,29000000,0
3542,6.5,38000000,28946127,2
3543,7.3,6000000,28900000,1
3544,7.0,10000000,28883511,1
3545,6.9,14000000,28859072,1
3546,6.7,25000000,28831145,2
3547,5.5,26000000,28818995,2
3548,6.7,7000000,28780255,1
3549,6.9,22000000,28744356,1
3550,5.7,45000000,28735315,2
3551,6.6,15000000,28733290,1
3552,7.4,5800000,28700000,1
3553,6.4,12600000,28650575,1
3554,7.4,10000000,28646544,1
3555,7.1,9000000,28607524,1
3556,5.7,32000000,28590665,2
3557,7.1,90000000,28588425,0
3558,6.7,65000,28575078,1
3559,8.2,1300000,28570902,1
3560,6.3,35000000,28500000,2
3561,6.8,6500000,28451622,1
3562,8.0,2600000,28430000,1
3563,8.1,1350000,28356188,1
3564,7.4,3900000,28350000,1
3565,8.7,25000000,28341469,2
3566,4.9,57000000,28283637,2
3567,7.2,32000000,28258060,2
3568,6.2,12000000,28237488,1
3569,7.1,3500000,28215918,1
3570,7.3,15000000,28215453,1
3571,5.4,6000000,28202109,1
3572,6.6,3800000,28200000,1
3573,7.1,5000000,28200000,1
3574,5.8,40000000,28169671,2
3575,6.4,38000000,28121100,2
3576,6.4,10000000,28041861,1
3577,5.3,49900000,28013733,2
3578,6.1,21000000,28008462,1
3579,6.3,12750000,28000000,1
3580,7.1,11000000,28000000,1
3581,6.4,8700000,28000000,1
3582,6.7,6100000,28000000,1
3583,6.7,31000000,28000000,2
3584,6.4,2224000,28000000,1
3585,5.9,35000000,27979040,2
3586,7.2,20000000,27975429,1
3587,6.8,35000000,27965865,2
3588,7.5,3500000,27900000,1
3589,6.3,15000000,27734391,1
3590,7.5,20000000,27728118,1
3591,6.4,25000000,27685016,2
3592,7.4,12000000,27682872,1
3593,6.5,30000000,27674124,2
3594,6.9,8400000,27658331,1
3595,6.4,25000000,27645491,2
3596,7.1,72000000,27642707,0
3597,5.9,20000000,27640028,1
3598,7.0,32000000,27635305,2
3599,6.7,10000000,27610873,1
3600,7.7,52406,27590180,1
3601,6.9,14000000,27515786,1
3602,5.7,40000000,27506452,2
3603,5.9,13000000,27500000,1
3604,5.5,15000000,27500000,1
3605,6.7,17500000,27484464,1
3606,6.3,15000000,27462041,1
3607,6.9,10000000,27453418,1
3608,5.1,20000000,27450189,1
3609,5.6,30000000,27437881,2
3610,7.0,40000000,27423319,2
3611,6.9,12000000,27400000,1
3612,6.1,5000000,27400000,1
3613,5.9,10500000,27397655,1
3614,6.5,11000000,27391084,1
3615,6.4,31000000,27388767,2
3616,7.7,2000000,27379978,1
3617,7.8,2800000,27365467,1
3618,6.8,35000000,27333835,2
3619,6.5,15000000,27293743,1
3620,7.4,12000000,27281507,1
3621,5.5,12500000,27206120,1
3622,6.9,8000000,27201487,1
3623,7.3,27000000,27200316,2
3624,6.0,20000000,27187375,1
3625,7.1,6000000,27165581,1
3626,6.1,28000000,27139524,2
3627,6.2,25000000,27122040,2
3628,6.2,35000000,27107960,2
3629,5.8,9000000,27105095,1
3630,6.7,13800000,27100027,1
3631,6.8,4500000,27092880,1
3632,6.5,20000000,27090159,1
3633,6.0,20000000,27058304,1
3634,5.4,40000000,27053815,2
3635,6.1,12000000,27020284,1
3636,5.9,13000000,27007143,1
3637,7.9,4000000,27007072,1
3638,5.8,12300000,27000000,1
3639,3.8,100000,27000000,1
3640,6.1,1100000,27000000,1
3641,5.3,18000000,27000000,1
3642,7.4,130000,27000000,1
3643,7.0,27000000,26937355,2
3644,6.3,29000000,26925979,2
3645,7.2,19400000,26910847,1
3646,6.9,5000000,26888376,1
3647,6.1,20000000,26877589,1
3648,7.5,18000000,26828365,1
3649,6.4,39000000,26820641,2
3650,6.4,30000000,26810113,2
3651,6.1,25000000,26800152,2
3652,7.1,2500000,26781723,1
3653,7.5,21000000,26768563,1
3654,6.8,22000000,26713187,1
3655,6.4,15000000,26712476,1
3656,6.5,60000000,26673242,2
3657,5.2,7400000,26667197,1
3658,6.3,40000000,26620002,2
3659,6.8,25000000,26611650,2
3660,8.2,2200000,26589000,1
3661,6.0,30000000,26576000,2
3662,6.0,22000000,26570463,1
3663,7.0,100000000,26565710,0
3664,6.3,6500000,26533200,1
3665,6.7,18000000,26527510,1
3666,6.4,6800000,26518355,1
3667,6.7,125000000,26508132,0
3668,6.2,10000000,26488734,1
3669,7.9,2000000,26433651,1
3670,6.6,5500000,26414658,1
3671,6.4,2500000,26386000,1
3672,6.9,29000000,26385941,2
3673,6.0,25000000,26381221,2
3674,6.5,10000000,26330482,1
3675,5.6,10500000,26325256,1
3676,5.8,2800000,26279000,1
3677,5.5,37000000,26250020,2
3678,5.7,40000000,26155781,2
3679,7.4,20000000,26152835,1
3680,7.0,8000000,26126837,1
3681,7.4,25000000,26118851,2
3682,6.9,7500000,26096852,1
3683,7.0,5300000,26072723,1
3684,5.5,25477000,26033917,2
3685,8.1,5000000,26010864,1
3686,6.3,29000000,26000000,2
3687,5.8,20000000,26000000,1
3688,8.1,2800000,26000000,1
3689,7.1,20000000,25975621,1
3690,6.6,58000000,25928721,2
3691,6.1,7000000,25900000,1
3692,7.1,29000000,25899797,2
3693,6.8,27000000,25893810,2
3694,7.3,1800000,25878153,1
3695,5.2,35000000,25871834,2
3696,4.0,70000000,25852764,0
3697,6.9,22000000,25842000,1
3698,7.0,19000000,25836616,1
3699,5.8,145000000,25819961,3
3700,6.5,22000000,25806953,1
3701,6.1,40000000,25804707,2
3702,6.6,6000000,25792310,1
3703,7.2,15400000,25762027,1
3704,7.4,38000000,25754775,2
3705,6.4,10000000,25754284,1
3706,7.0,18000000,25740863,1
3707,7.3,1800000,25685134,1
3708,6.3,10000000,25605015,1
3709,5.3,5000000,25562924,1
3710,6.2,19000000,25537221,1
3711,6.6,2500000,25533818,1
3712,6.8,3196621,25513752,1
3713,6.5,8000000,25500000,1
3714,5.9,14000000,25482931,1
3715,6.0,30000000,25480490,2
3716,7.0,36786988,25452983,2
3717,6.9,7000000,25405445,1
3718,5.9,10000000,25399945,1
3719,7.6,20000000,25346148,1
3720,6.2,4000000,25345000,1
3721,6.1,4000000,25343661,1
3722,7.2,12000000,25333333,1
3723,6.3,9000000,25327500,1
3724,6.1,18000000,25312387,1
3725,6.2,9000000,25308147,1
3726,5.6,67000000,25303038,0
3727,8.5,1200000,25253887,1
3728,6.8,46000000,25232289,2
3729,7.2,35000000,25224242,2
3730,6.1,10500000,25205460,1
3731,7.4,5000000,25200000,1
3732,6.1,10000000,25196249,1
3733,6.3,3500000,25174316,1
3734,7.1,10000000,25155355,1
3735,6.9,22000000,25143818,1
3736,5.7,45000000,25127076,2
3737,6.3,35000000,25105255,2
3738,6.9,6000000,25059640,1
3739,6.8,63000000,25052000,2
3740,6.9,8300000,25037390,1
3741,6.7,50000000,25035950,2
3742,6.7,3062000,25034000,1
3743,6.7,5800000,25030264,1
3744,6.6,17500000,25024919,1
3745,6.5,27000000,25023434,2
3746,6.5,10000000,25010896,1
3747,7.1,18000000,25005257,1
3748,7.0,11930000,25003426,1
3749,6.0,20000000,25000167,1
3750,7.5,4600000,25000000,1
3751,6.1,850000,25000000,1
3752,6.2,230000,25000000,1
3753,6.6,9000000,25000000,1
3754,6.7,4000000,25000000,1
3755,8.2,3000000,25000000,1
3756,8.1,2883848,25000000,1
3757,7.3,7000000,24964890,1
3758,7.2,3500000,24946533,1
3759,5.5,17010000,24941969,1
3760,7.0,9000000,24922237,1
3761,6.8,18000000,24911670,1
3762,6.4,25000000,24902723,2
3763,6.0,30000000,24900000,2
3764,5.8,5000000,24854765,1
3765,7.0,6000000,24849029,1
3766,5.4,12000000,24829644,1
3767,7.3,31000000,24822619,2
3768,6.7,15000000,24819936,1
3769,6.1,5000000,24816118,1
3770,7.3,5000000,24804129,1
3771,7.2,6500000,24793509,1
3772,6.5,27500000,24748670,2
3773,6.9,1200000,24741667,1
3774,7.3,15600000,24733572,1
3775,6.7,40000000,24719215,2
3776,6.3,38000000,24690441,2
3777,7.1,25000000,24665649,2
3778,7.0,13000000,24640027,1
3779,6.3,14000000,24637469,1
3780,7.4,2000000,24600832,1
3781,6.3,9458736,24563629,1
3782,7.4,9000000,24538513,1
3783,5.7,38000000,24516772,2
3784,7.8,1000000,24500000,1
3785,5.3,13000000,24441725,1
3786,7.9,5000000,24426169,1
3787,7.0,10000000,24420923,1
3788,7.2,16000000,24377151,1
3789,8.1,49300000,24366656,2
3790,5.2,25000000,24362772,2
3791,7.8,5500000,24340302,1
3792,6.1,40000000,24332324,2
3793,6.5,6000000,24271196,1
3794,6.4,6500000,24265583,1
3795,6.6,20000000,24261569,1
3796,6.8,31000000,24185781,2
3797,6.9,18000000,24174885,1
3798,7.0,30000000,24172201,2
3799,7.5,12400000,24164400,1
3800,5.5,35000000,24159934,2
3801,5.5,18000000,24159872,1
3802,6.7,10000000,24147179,1
3803,6.8,20000000,24145613,1
3804,7.1,15000000,24121245,1
3805,6.2,6500000,24103594,1
3806,5.3,26000000,24079268,2
3807,7.1,9000000,24058838,1
3808,5.5,30000000,24048000,2
3809,6.7,2515000,24000000,1
3810,5.9,45000000,24000000,2
3811,6.3,5500000,24000000,1
3812,7.3,5000000,24000000,1
3813,5.2,40000000,23937870,2
3814,6.5,9000000,23936908,1
3815,7.7,2500000,23915910,1
3816,6.7,25000000,23914731,2
3817,8.4,20000000,23875127,1
3818,6.5,25000000,23800000,2
3819,7.0,17200000,23800000,1
3820,6.9,658000,23800000,1
3821,7.1,46000000,23737523,2
3822,6.6,13000000,23727301,1
3823,5.2,12000000,23726793,1
3824,6.3,50000000,23717291,2
3825,6.0,8500000,23700000,1
3826,7.8,3800000,23689877,1
3827,6.8,6500000,23686027,1
3828,5.7,8000000,23671186,1
3829,7.8,2100000,23650000,1
3830,5.9,30000000,23619609,2
3831,6.5,9900000,23600000,1
3832,6.3,25000000,23580000,2
3833,6.5,15700000,23570541,1
3834,7.2,8000000,23563727,1
3835,6.3,35000000,23562716,2
3836,6.5,19000000,23550000,1
3837,6.6,22000000,23530831,1
3838,6.2,24000000,23510601,2
3839,6.2,5000000,23507567,1
3840,6.4,30000000,23461013,2
3841,5.4,1000000,23456897,1
3842,6.4,21000000,23450000,1
3843,6.0,17500000,23438120,1
3844,5.1,11000000,23430766,1
3845,6.7,20000000,23384502,1
3846,6.8,12500000,23367586,1
3847,7.3,34000000,23355100,2
3848,8.2,6000000,23341568,1
3849,5.8,24000000,23321954,2
3850,6.9,8500000,23316139,1
3851,7.8,25000000,23308615,2
3852,6.4,4500000,23261485,1
3853,7.4,11500000,23237911,1
3854,8.0,839727,23218000,1
3855,6.5,40000000,23202444,2
3856,7.1,4600000,23198652,1
3857,7.9,70000000,23159305,0
3858,5.5,3000000,23144499,1
3859,7.9,5000000,23123592,1
3860,6.3,35000000,23083334,2
3861,6.3,24000000,23081726,2
3862,6.9,23000000,23076711,1
3863,6.2,15000000,23014206,1
3864,6.4,12000000,23006849,1
3865,5.0,7200000,23006533,1
3866,7.5,10000000,23000000,1
3867,5.2,5900000,23000000,1
3868,6.2,10500000,23000000,1
3869,6.0,55000000,23000000,2
3870,8.0,18000000,23000000,1
3871,6.1,21800000,22997992,1
3872,6.7,14500000,22963701,1
3873,7.4,43000000,22957625,2
3874,6.0,50000000,22944502,2
3875,5.7,20000000,22942221,1
3876,5.8,12000000,22939027,1
3877,7.0,12000000,22921898,1
3878,5.7,10000000,22896728,1
3879,7.4,6500000,22889018,1
3880,7.4,13000000,22863596,1
3881,6.3,14000000,22852638,1
3882,4.9,23000000,22844291,1
3883,5.9,8000000,22818256,1
3884,5.8,1500000,22812411,1
3885,6.7,29000000,22773535,2
3886,5.7,20000000,22762571,1
3887,5.5,44000000,22754725,2
3888,7.4,12000000,22750363,1
3889,6.8,12000000,22741061,1
3890,6.3,108000000,22678555,0
3891,6.4,7000000,22632255,1
3892,5.6,25000000,22611954,2
3893,6.6,8000000,22593409,1
3894,7.0,11000000,22551000,1
3895,6.0,50000000,22540359,2
3896,7.5,5000000,22525668,1
3897,5.6,24000000,22518097,2
3898,7.7,4000000,22490039,1
3899,6.0,30000000,22472631,2
3900,7.0,1490000,22468044,1
3901,5.3,8500000,22456509,1
3902,6.5,7800000,22441323,1
3903,5.7,40000000,22433915,2
3904,6.7,20000000,22428990,1
3905,5.8,10000000,22424195,1
3906,6.2,48000000,22420000,2
3907,6.6,4587786,22414611,1
3908,5.2,22000000,22400154,1
3909,6.4,4000000,22384741,1
3910,6.0,5000000,22304357,1
3911,6.1,10500000,22300000,1
3912,6.1,24000000,22300000,2
3913,8.0,12000000,22244207,1
3914,6.8,1500000,22240529,1
3915,6.7,6000000,22231658,1
3916,7.3,4500000,22228000,1
3917,7.2,20000000,22222308,1
3918,6.4,20000000,22217407,1
3919,6.3,60000000,22187813,2
3920,7.2,3000000,22182353,1
3921,6.7,5300000,22175908,1
3922,5.4,6000000,22168359,1
3923,6.0,20000000,22165608,1
3924,5.6,35000000,22126842,2
3925,7.5,250300,22110994,1
3926,7.7,11715578,22108789,1
3927,6.8,24000000,22099847,2
3928,7.2,9000000,22088533,1
3929,6.1,40000000,22044277,2
3930,5.3,35000000,22034832,2
3931,6.0,13000000,22030000,1
3932,6.7,20000000,22000000,1
3933,6.9,13000000,22000000,1
3934,6.9,3000000,22000000,1
3935,5.0,160000,22000000,1
3936,6.7,20000000,21972336,1
3937,6.0,26000000,21949234,2
3938,5.3,2200000,21930418,1
3939,6.5,40000000,21921551,2
3940,5.4,36500000,21834845,2
3941,6.8,6000000,21821347,1
3942,5.9,35000000,21819348,2
3943,5.3,30000000,21800302,2
3944,6.4,10000000,21786738,1
3945,5.6,15000000,21766271,1
3946,5.4,14000000,21753365,1
3947,7.2,2000000,21750000,1
3948,6.7,4000000,21750000,1
3949,7.3,2000000,21744201,1
3950,6.9,29000000,21733230,2
3951,6.1,1250000,21722776,1
3952,7.2,6500000,21709020,1
3953,7.2,8000000,21706101,1
3954,7.7,5150000,21700000,1
3955,6.0,3500000,21700000,1
3956,5.9,10000000,21633874,1
3957,6.1,10000000,21630088,1
3958,5.9,7000000,21600000,1
3959,7.3,4000000,21591034,1
3960,7.1,10000000,21587700,1
3961,5.7,40000000,21577624,2
3962,5.4,20000000,21573338,1
3963,6.8,9000000,21571189,1
3964,6.8,25000000,21567853,2
3965,5.2,9000000,21510851,1
3966,7.3,11000000,21502976,1
3967,5.5,25000000,21500813,2
3968,7.1,14000000,21500000,1
3969,7.4,27000000,21500000,2
3970,5.9,10000000,21486757,1
3971,7.4,10000000,21485066,1
3972,5.9,10000000,21458229,1
3973,4.9,28000000,21435321,2
3974,5.7,14000000,21409028,1
3975,6.1,3000000,21401949,1
3976,6.7,1000000,21378361,1
3977,6.6,30000000,21360215,2
3978,5.2,45000000,21355893,2
3979,7.2,4550000,21300000,1
3980,6.2,30000000,21289826,2
3981,6.5,25000000,21288692,2
3982,6.6,20000000,21284514,1
3983,5.3,33000000,21274717,2
3984,6.1,5000000,21200000,1
3985,6.8,9700000,21200000,1
3986,4.9,20000000,21164799,1
3987,6.7,15000000,21156270,1
3988,6.2,6000000,21150265,1
3989,6.5,27000000,21148829,2
3990,6.7,12000000,21133087,1
3991,6.8,1800000,21107746,1
3992,6.0,8100000,21095683,1
3993,6.8,13000000,21089146,1
3994,5.7,45000000,21075014,2
3995,8.3,9000000,21057208,1
3996,6.0,24000000,21049053,2
3997,7.1,7623000,21037000,1
3998,5.5,15000000,21032267,1
3999,8.2,6000000,21029340,1
4000,6.9,8000000,21028755,1
4001,6.6,12000000,21026290,1
4002,6.3,17000000,21011500,1
4003,6.6,28000000,21011110,2
4004,6.0,45000000,21009180,2
4005,6.3,12000000,21001563,1
4006,4.0,80000,21000000,1
4007,7.4,7000000,21000000,1
4008,7.7,3000000,21000000,1
4009,7.0,1800000,21000000,1
4010,7.7,3000000,21000000,1
4011,6.9,15000000,21000000,1
4012,7.6,7700000,21000000,1
4013,7.5,10400000,20967660,1
4014,7.0,3000000,20966644,1
4015,4.3,48000000,20915465,2
4016,7.6,2000000,20908467,1
4017,6.8,7000000,20901859,1
4018,6.7,7000000,20851521,1
4019,7.2,9000000,20800000,1
4020,6.5,25000000,20796847,2
4021,6.2,12500000,20794985,1
4022,6.4,13000000,20768906,1
4023,7.0,10000000,20766616,1
4024,7.8,4000000,20745728,1
4025,7.4,160000,20710513,1
4026,6.9,3500000,20659423,1
4027,7.3,3300000,20653717,1
4028,6.5,33000000,20648328,2
4029,6.0,16000000,20627372,1
4030,6.1,15000000,20609977,1
4031,6.4,10000000,20603715,1
4032,6.2,15000000,20601987,1
4033,7.0,12000000,20572691,1
4034,5.9,13000000,20560255,1
4035,7.7,2000000,20552094,1
4036,5.5,15000000,20546518,1
4037,6.8,16000000,20545116,1
4038,5.5,9000000,20518905,1
4039,6.8,900000,20483423,1
4040,7.1,9000000,20458340,1
4041,6.1,17000000,20455276,1
4042,6.9,1100000,20424259,1
4043,6.0,49000000,20423389,2
4044,7.8,12500000,20416563,1
4045,6.9,1500000,20412216,1
4046,6.8,9000000,20400000,1
4047,6.4,6000000,20400000,1
4048,6.8,3500000,20381995,1
4049,6.7,12000000,20354321,1
4050,5.5,45000000,20350754,2
4051,5.5,45000000,20350000,2
4052,5.8,10000000,20342161,1
4053,6.0,10000000,20311536,1
4054,6.3,20000000,20308772,1
4055,4.6,4506756,20307325,1
4056,7.0,36000000,20300385,2
4057,6.1,35000000,20298207,2
4058,7.0,18000000,20275812,1
4059,7.8,15000000,20271129,1
4060,6.8,3400000,20258904,1
4061,5.5,7000000,20256975,1
4062,6.2,23000000,20246790,1
4063,7.6,35866397,20217080,2
4064,6.6,20000000,20211394,1
4065,7.6,3000000,20173742,1
4066,4.9,3500000,20166000,1
4067,7.2,27000000,20158808,2
4068,7.3,5000000,20146880,1
4069,7.6,4920975,20121318,1
4070,7.1,1100000,20112926,1
4071,7.0,3800000,20109115,1
4072,7.0,12000000,20101247,1
4073,6.5,9300000,20100000,1
4074,5.6,25530000,20080020,2
4075,6.6,11500000,20079850,1
4076,7.1,16000000,20036737,1
4077,7.4,90000000,20000000,0
4078,5.6,4100000,20000000,1
4079,6.5,7500000,20000000,1
4080,5.6,8400000,20000000,1
4081,6.8,8000000,20000000,1
4082,6.6,10300000,20000000,1
4083,7.4,9400000,20000000,1
4084,5.8,7000000,20000000,1
4085,7.2,2300000,20000000,1
4086,6.2,10000000,20000000,1
4087,6.3,14000000,20000000,1
4088,7.2,12000000,20000000,1
4089,7.5,3100000,20000000,1
4090,7.6,382000,20000000,1
4091,4.4,70000000,19924033,0
4092,5.8,7500000,19910002,1
4093,6.4,5000000,19905359,1
4094,7.0,60000000,19892510,2
4095,5.3,5473145,19888231,1
4096,6.6,15000000,19885552,1
4097,5.5,10000000,19875740,1
4098,5.8,70000000,19870567,0
4099,6.5,5000000,19868354,1
4100,6.7,15000000,19853892,1
4101,6.5,25000000,19844979,2
4102,7.8,903852,19840000,1
4103,5.0,14000000,19800000,1
4104,5.9,22000000,19799759,1
4105,7.6,14000020,19777647,1
4106,6.7,20000000,19754272,1
4107,5.4,19000000,19748009,1
4108,4.8,53000000,19745922,2
4109,6.2,19000000,19738015,1
4110,6.5,11000000,19734940,1
4111,5.7,40000000,19726050,2
4112,6.6,1180000,19703082,1
4113,5.4,34000000,19693891,2
4114,4.2,16000000,19682924,1
4115,7.2,10920000,19660000,1
4116,6.7,23000000,19652638,1
4117,6.0,45000000,19652185,2
4118,5.6,40000000,19643086,2
4119,8.0,15000000,19629760,1
4120,5.6,75000000,19598588,0
4121,6.4,7000000,19595031,1
4122,5.9,10000000,19576023,1
4123,7.0,6000000,19560274,1
4124,6.3,10000000,19551067,1
4125,5.5,30000000,19526014,2
4126,6.8,3500000,19504039,1
4127,6.2,3000000,19472057,1
4128,6.6,5027266,19454845,1
4129,7.0,5990000,19450000,1
4130,6.1,3000000,19444631,1
4131,5.8,14000000,19428166,1
4132,5.1,63600000,19412993,0
4133,7.1,1200000,19400000,1
4134,5.5,22000000,19351569,1
4135,6.7,57000000,19334145,2
4136,6.1,40000000,19322135,2
4137,6.3,106000,19319254,1
4138,7.5,5700000,19300483,1
4139,4.5,17000000,19300000,1
4140,5.5,35000000,19294901,2
4141,6.5,22000000,19288130,1
4142,5.8,5000000,19280931,1
4143,7.2,12000000,19271312,1
4144,4.2,18000000,19265302,1
4145,7.8,13500000,19255873,1
4146,5.2,25000000,19233280,2
4147,6.2,30000000,19204929,2
4148,7.8,18052672,19200000,1
4149,6.4,27500000,19200000,2
4150,5.1,3000000,19184015,1
4151,5.9,17500000,19179969,1
4152,5.4,2800000,19170001,1
4153,5.1,35000000,19165560,2
4154,6.6,15000000,19158074,1
4155,6.6,1987650,19152480,1
4156,5.4,15000000,19145732,1
4157,6.3,8500000,19125401,1
4158,5.8,25000000,19075720,2
4159,6.5,7503564,19059053,1
4160,6.8,12600000,19054534,1
4161,7.7,3000000,19030780,1
4162,6.7,17516235,19002036,1
4163,5.4,5900000,19000000,1
4164,7.1,12000000,19000000,1
4165,5.4,10000000,19000000,1
4166,7.5,7500000,19000000,1
4167,6.4,17000000,19000000,1
4168,6.2,3000000,18999718,1
4169,7.0,10000000,18980744,1
4170,5.1,4000000,18971000,1
4171,7.0,8000000,18948425,1
4172,4.2,20000000,18937262,1
4173,6.4,16000000,18928871,1
4174,3.7,40000000,18902015,2
4175,7.0,5000000,18900000,1
4176,6.8,26000000,18900000,2
4177,7.0,3577143,18897918,1
4178,6.6,15000000,18888418,1
4179,7.5,190000000,18879922,3
4180,7.1,25300000,18878646,2
4181,5.3,5833536,18873863,1
4182,6.1,7500000,18869631,1
4183,6.3,17000000,18867659,1
4184,5.9,13500000,18850674,1
4185,6.5,12716953,18814720,1
4186,7.2,9000000,18803648,1
4187,5.7,8000000,18800000,1
4188,6.3,19000000,18755936,1
4189,7.5,4954500,18754051,1
4190,6.8,6000000,18750246,1
4191,7.2,10000000,18730891,1
4192,5.8,62000000,18720175,2
4193,6.7,68000000,18717947,0
4194,5.4,8000000,18707966,1
4195,6.9,24000000,18707466,2
4196,7.0,13000000,18704595,1
4197,7.2,22500000,18671317,1
4198,7.3,9000000,18663238,1
4199,6.4,70000000,18662027,0
4200,6.1,23000000,18653615,1
4201,5.7,9000000,18644570,1
4202,6.3,3000000,18637690,1
4203,5.6,13000000,18637201,1
4204,6.5,32000000,18636537,2
4205,6.3,35000000,18635620,2
4206,6.2,34000000,18634643,2
4207,5.9,55000000,18626419,2
4208,6.8,30000000,18618284,2
4209,5.6,10000000,18610260,1
4210,6.1,20000000,18599102,1
4211,7.3,25000000,18593156,2
4212,6.6,169000,18564702,1
4213,6.9,9000000,18564613,1
4214,7.0,16000000,18564088,1
4215,4.1,25868826,18552314,2
4216,6.4,14000000,18535191,1
4217,6.3,18000000,18532286,1
4218,4.6,5000000,18529730,1
4219,6.6,1200000,18492362,1
4220,4.7,12000000,18490423,1
4221,6.6,5600000,18469680,1
4222,7.0,20000000,18432000,1
4223,6.6,13000000,18428904,1
4224,6.3,32000000,18409891,2
4225,6.0,35000000,18381890,2
4226,6.7,26000000,18377736,2
4227,6.9,2000000,18344729,1
4228,6.6,35000000,18317151,2
4229,8.1,3800000,18309793,1
4230,5.4,1000000,18300000,1
4231,5.3,60000000,18272894,2
4232,7.5,19000000,18254702,1
4233,6.7,20000000,18253415,1
4234,5.9,10000000,18225518,1
4235,7.1,4000000,18197518,1
4236,4.8,6000000,18197398,1
4237,6.6,9000000,18196170,1
4238,6.0,30000000,18195610,2
4239,7.0,15000000,18144644,1
4240,6.5,5773100,18144030,1
4241,6.6,4500000,18135531,1
4242,6.8,9000000,18130000,1
4243,7.5,11000000,18129854,1
4244,7.0,8000000,18124262,1
4245,6.3,5510000,18050000,1
4246,6.9,4090000,18035000,1
4247,5.9,25000000,18024545,2
4248,6.6,2000000,18016290,1
4249,4.8,35000000,18012097,2
4250,6.6,30000000,18010317,2
4251,6.0,8000000,18000000,1
4252,7.1,3300000,18000000,1
4253,7.3,7100000,18000000,1
4254,6.3,5100000,18000000,1
4255,6.2,225000,18000000,1
4256,7.0,3230939,18000000,1
4257,7.8,10000000,18000000,1
4258,7.3,9500000,18000000,1
4259,6.3,4600000,18000000,1
4260,6.5,11318430,17997350,1
4261,7.1,7000000,17986781,1
4262,6.6,1000000,17985893,1
4263,5.5,40000000,17976667,2
4264,7.2,11400000,17970000,1
4265,6.1,6000000,17953778,1
4266,6.2,7000000,17949758,1
4267,5.5,13000000,17917287,1
4268,6.1,34000000,17904202,2
4269,7.9,8000000,17900000,1
4270,7.0,20000000,17900000,1
4271,7.6,13000000,17873691,1
4272,6.3,55000000,17869048,2
4273,4.5,27000000,17854472,2
4274,5.1,200000,17834867,1
4275,6.5,60000000,17834865,2
4276,5.4,20000000,17807569,1
4277,7.2,3800000,17804565,1
4278,6.6,3000000,17800000,1
4279,6.2,5000000,17800000,1
4280,5.9,12000000,17768012,1
